id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
1274500060,2040,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,42.3097621,-73.71,1010,12635
1802000060,1330,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,42.6168303,-73.715,3390,20158
1525059190,1040,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,42.6168525,-73.76,3530,38917
1049000060,3250,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,42.7378362,-73.779,1640,4745
8820901275,5710,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,42.7378168,-73.787,1510,7807
5416510140,3600,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,42.3097608,-73.736,2420,5000
3444100400,3490,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,42.3097511,-73.773,1940,50529
3276920270,8325,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,42.5208822,-73.887,3240,35020
4036801170,3800,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,42.6168034,-73.725,1680,7500
2391600320,4800,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,42.5208636,-73.794,890,5060
6300000287,4100,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,42.7378073,-73.74,1130,5693
1531000030,7200,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,42.309742,-73.725,3350,39750
5104520400,3900,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,42.3097512,-73.708,2350,5363
7437100340,3600,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,42.309749,-73.731,1870,6405
9418400240,3550,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,42.5208474,-73.791,1720,6720
1523059105,3560,3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,42.4095811,-73.749,1850,8797
1133000671,3150,3,1,960,6634,1,0,0,3,6,960,0,1952,0,42.7378264,-73.71,1570,7203
4232902595,9400,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,42.6168337,-73.765,2020,4800
2599001200,3050,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,42.2909909,-73.789,1590,8165
3342103156,4610,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,42.5208228,-73.799,1900,7349
1332700270,2150,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,42.520818,-73.794,1950,2025
3869900162,3350,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,42.5208394,-73.787,1030,1106
2791500270,2435,4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,42.2909897,-73.772,1980,7510
5036300431,1100,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,42.6168506,-73.791,2520,6250
4168000060,1530,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,42.309722,-73.751,1350,10500
6021501535,4300,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,42.616887,-73.786,1570,4500
6021501535,7000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,42.616887,-73.786,1570,4500
1483300570,9050,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,42.5208873,-73.749,1950,6045
3422049190,2475,3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,42.3097576,-73.777,1750,15616
1099611230,1990,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,42.3097036,-73.778,1160,6400
722079104,3140,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,42.4095109,-73.858,1650,135036
7338200240,4375,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,42.4095838,-73.814,2550,35065
1952200240,8508,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,42.6168415,-73.715,2200,4500
5200100125,5550,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,42.6168775,-73.772,1610,3478
7214720075,6999,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,42.7378731,-73.78,2570,47777
2450000295,1090,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,42.5208814,-73.796,2370,8113
6197800045,2900,3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,42.4095375,-73.784,1640,14910
1328310370,3750,3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,42.4095431,-73.733,2250,8162
546000875,4600,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,42.6168878,-73.78,1240,4005
3530510041,1885,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,42.3097813,-73.722,1270,4966
1853000400,6800,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,42.7378304,-73.782,2990,35001
3134100116,4700,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,42.6168417,-73.709,2500,9433
9545230140,5977,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,42.5208386,-73.753,1940,9636
3362400511,5700,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,42.6168823,-73.749,1380,3536
2525310310,2725,3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,0,42.3097624,-73.731,1540,11656
6126500060,3299,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,42.5208474,-73.795,2090,5500
8961960160,4800,4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,42.3097183,-73.753,2640,8517
3626039325,7405,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,42.6168981,-73.768,1830,6350
3362400431,5185,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,42.6168824,-73.747,1620,3166
4060000240,2054,2,1,880,6780,1,0,0,4,6,880,0,1945,0,42.5208009,-73.748,1190,6780
3454800060,1718,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,42.4095965,-73.703,1880,9000
1695900060,5350,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,42.520887,-73.794,1610,4040
7278700070,6600,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,42.7378728,-73.786,2340,10856
6675500070,3915,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,42.7378288,-73.726,1580,9104
3626039187,3950,2,1,770,6000,1,0,0,3,6,770,0,1953,0,42.6168999,-73.764,1710,6000
3524049083,4450,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,42.5208299,-73.766,1850,4400
3275860240,7700,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,42.6168897,-73.798,2700,13992
4389200955,1450,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,42.6168141,-73.712,3060,11275
4058801670,4450,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,42.5208091,-73.744,2660,8712
8732020310,2600,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,42.3097129,-73.79,2090,8400
2331300505,8225,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,42.6168763,-73.752,1700,4960
7853210060,4300,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,42.5208319,-73.85,1970,3748
3668000070,2120,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,42.2909761,-73.752,1420,7680
9545240070,6605,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,42.5208343,-73.754,2060,9793
1243100136,7840,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,42.616897,-73.772,2480,88500
8929000270,4532,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,42.5208517,-73.898,1690,1662
2767602356,6750,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,42.6168734,-73.78,1540,2285
921049315,1990,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,42.3097257,-73.796,1550,19265
3655000070,2200,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,42.3097309,-73.799,1750,8140
4027700812,4520,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,42.7378689,-73.766,1550,10436
3992700335,3825,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,42.7378135,-73.787,1060,5715
2767603505,5199,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,42.6168722,-73.781,1350,1310
4232901525,6650,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,42.6168338,-73.758,1170,3600
1777500060,5277,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,42.5208707,-73.728,2820,9375
1432900240,2050,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,42.4095563,-73.771,1610,8579
6140100875,4200,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,42.7378144,-73.751,1560,7940
6071600370,5000,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,42.5208495,-73.774,2230,8824
1526069017,9215,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,42.7378421,-73.726,2840,87991
809001525,8900,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,42.6168354,-73.753,2200,4000
3224079105,4300,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,42.5208262,-73.843,1940,193842
8075400570,2580,5,2,2260,12500,1,0,0,4,8,1130,1130,1960,0,42.3097887,-73.786,1360,18000
1994200024,5110,3,1,1430,3455,1,0,0,3,7,980,450,1947,0,42.6168873,-73.736,1450,4599
3362900810,5321,3,2,1360,3090,2,0,0,3,8,1360,0,1990,0,42.6168838,-73.753,1500,3090
1324300398,5600,3,1,1110,5000,1.5,0,0,3,7,1110,0,1947,0,42.616855,-73.759,1420,5000
537000445,2829,3,1,1250,8200,1,0,0,4,7,1250,0,1954,0,42.3097255,-73.704,1680,8633
7855801670,2250,4,3.25,5180,19850,2,0,3,3,12,3540,1640,2006,0,42.520862,-73.762,3160,9750
7920100045,3500,1,1,700,5100,1,0,0,3,7,700,0,1942,0,42.616879,-73.7,1010,5100
8960000030,2150,3,1,1180,7669,1,0,0,4,7,1180,0,1967,0,42.4095479,-73.776,1190,7669
6388930390,6500,5,3.5,3960,25245,2,0,0,3,9,2500,1460,1996,0,42.520825,-73.772,2640,13675
8731900200,3200,4,2.75,2640,7500,1,0,0,3,8,1620,1020,1967,0,42.3097135,-73.769,1980,7875
8029200135,2470,3,2,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,42.2909086,-73.896,1160,7198
1081200350,3200,4,1.75,1760,11180,1,0,0,4,8,1760,0,1968,0,42.4095715,-73.718,1730,11180
84000105,2550,5,2.25,2060,8632,1,0,0,3,7,1030,1030,1962,0,42.4095877,-73.735,1010,11680
3756500060,4380,3,1.75,1780,9660,1,0,0,3,7,1780,0,1962,0,42.7378171,-73.793,1200,9660
7215720160,9000,3,2.5,3400,16603,2,0,0,3,10,3400,0,2000,0,42.6168012,-73.723,3400,12601
3574800520,4410,3,2.75,1910,7280,1,0,0,3,7,1160,750,1979,0,42.7378319,-73.724,1710,8152
2617300160,4200,3,2,2020,38332,1,0,0,4,7,1010,1010,1975,0,42.4095582,-73.723,2110,36590
2558660270,3700,3,1.75,1580,7000,1,0,0,3,7,1180,400,1976,0,42.7378209,-73.768,1640,7500
2009000370,2699,2,1.75,1340,7250,1,0,0,5,5,700,640,1949,0,42.409508,-73.727,1830,9750
1836980160,8071,4,2.5,2680,4499,2,0,0,3,9,2680,0,1999,0,42.520865,-73.725,2920,4500
3261020370,6530,3,2.5,2680,9750,1,0,0,4,8,1610,1070,1979,0,42.7378028,-73.731,2480,8750
1755700060,3715,3,2,1370,8336,1,0,0,5,7,1370,0,1964,0,42.7378458,-73.731,1770,7288
4330600435,2840,3,1.75,1560,21000,1,0,0,3,7,1560,0,1954,0,42.4095776,-73.737,1070,7920
9542800700,2720,3,1.75,2160,7140,1,0,0,4,7,1670,490,1978,0,42.3097026,-73.774,1930,7350
1999700045,3130,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,1955,0,42.7378658,-73.739,1480,7940
1762600070,9175,4,2.5,3880,35003,2,0,0,3,10,2570,1310,1984,0,42.6168477,-73.782,3740,35230
1687900520,6730,4,2.25,2590,8190,2,0,0,4,8,2590,0,1980,0,42.5208619,-73.725,2260,8335
7234600798,4250,3,2.5,1120,1100,2,0,0,3,8,820,300,2008,0,42.6168106,-73.71,1590,1795
3881900445,3999,5,2.75,1970,5400,1,0,0,3,7,1320,650,1986,0,42.5208868,-73.708,1280,2150
2254502445,3850,3,1,1220,4800,1,0,0,3,6,1220,0,1901,0,42.6168101,-73.707,1200,4800
5437810320,2699,3,1.5,1950,7560,1,0,2,4,7,1320,630,1975,0,47.1976,-73.899,1950,8941
9158100075,3300,2,1,1350,8220,1,0,0,3,7,1060,290,1949,0,42.7378224,-73.758,1540,8280
3830630310,2600,3,2.5,1670,5797,2,0,0,3,7,1670,0,1988,0,42.3097505,-73.779,1670,6183
8123100045,4700,4,3,2380,5125,1.5,0,0,4,7,1680,700,1925,0,42.5208384,-73.776,1410,5375
3127200041,5890,4,3,2440,9600,2,0,0,5,7,2440,0,1961,0,42.7378044,-73.7,2290,9600
6661200320,1635,2,1.5,1050,3419,2,0,0,3,7,1050,0,1996,0,42.3097848,-73.739,1050,3417
11510310,8350,4,2.75,3130,13412,2,0,0,3,9,2140,990,1993,0,42.6168993,-73.702,2260,9984
825059270,1100,5,3,4090,12850,1,0,2,4,10,2090,2000,1986,0,42.6168627,-73.788,2540,10270
8731951370,2690,4,1.75,1490,10000,1,0,0,4,8,1100,390,1969,0,42.3097099,-73.779,2190,8910
1954440060,5600,3,2.5,1900,8744,2,0,0,3,8,1900,0,1987,0,42.61682,-73.743,2030,8744
2264500350,6150,4,1,1330,2400,1.5,0,0,4,6,1330,0,1901,0,42.61685,-73.74,1330,4400
1115810060,5851,3,2.25,2230,10026,1,0,0,3,8,1430,800,1975,0,42.6168647,-73.753,2230,9340
9477200200,3050,3,1.75,1650,9480,1,0,0,3,7,1220,430,1977,0,42.737826,-73.791,1540,8400
1432600560,1669,3,1,1190,8820,1,0,0,3,6,1190,0,1959,0,42.4095616,-73.784,1230,7980
2287000060,7990,3,2.5,2140,9897,1,0,0,4,8,2140,0,1959,0,42.5208505,-73.719,2680,10083
3663500060,4000,3,2.5,2180,7508,1,0,0,4,7,1420,760,1962,0,42.7378606,-73.736,1900,7818
3996900125,2300,3,1,1060,10228,1,0,0,3,7,1060,0,1948,0,42.7378481,-73.7,1570,10228
7796450200,2568,3,2.5,1690,5025,2,0,0,3,8,1690,0,2003,0,42.2909779,-73.747,2550,5001
7549802535,4230,4,2,1970,6480,1.5,0,0,5,7,1130,840,1920,0,42.5208511,-73.712,1500,6480
3278600320,4650,3,2.5,2150,4084,2,0,0,3,8,2150,0,2007,0,42.5208488,-73.772,1750,2385
2824079053,4400,3,2.5,1910,66211,2,0,0,3,7,1910,0,1997,0,42.5208385,-73.811,2330,67268
1222069094,3850,3,1.75,1350,155073,1,0,0,4,7,1350,0,1969,0,42.4095058,-73.894,1560,50965
3542300060,2100,3,1,860,11725,1,0,0,4,6,860,0,1943,0,42.5208093,-73.784,1300,9514
2222059065,2970,3,2.5,1940,14952,2,0,0,3,8,1940,0,1994,0,42.3097777,-73.765,2030,10450
7551300060,4700,3,1,1010,5000,1,0,0,3,7,1010,0,1952,0,42.616875,-73.794,1680,5000
100600550,2265,3,1.5,1300,7370,1,0,0,4,7,900,400,1976,0,42.3097025,-73.77,1430,7500
3211100860,2742,3,1,910,8450,1,0,0,4,6,910,0,1962,0,42.4095787,-73.758,1400,8040
3456000310,8400,4,1.75,2480,11010,1,0,0,4,9,1630,850,1966,0,42.5208378,-73.719,2770,10744
9526600140,6779,3,2.5,2440,4587,2,0,0,3,8,2440,0,2010,0,42.7378073,-73.714,2750,4587
7465900060,4250,3,1,1010,5864,1,0,0,3,7,1010,0,1915,0,42.5208733,-73.781,1290,5000
1222000055,1802,2,0.75,900,9600,1,0,0,3,6,900,0,1941,0,42.4095604,-73.739,1250,14280
6300000550,4640,6,3,2300,3404,2,0,0,3,7,1600,700,1920,1994,42.7378067,-73.743,1560,1312
2310030510,3200,4,2.25,1550,7579,2,0,0,3,8,1550,0,1993,0,42.309754,-73.747,1630,6397
1025049114,6255,3,2.25,1270,1566,2,0,0,3,8,1060,210,2014,0,42.6168647,-73.784,1160,1327
8677300550,5925,4,2.5,2240,12032,1,0,0,3,9,2240,0,1983,0,42.6168143,-73.717,2520,12368
4014400292,4650,3,2.5,2714,17936,2,0,0,3,9,2714,0,2005,0,42.3097185,-73.775,2590,18386
1102000196,4770,4,2.75,1720,6270,2,0,0,3,8,1720,0,1978,0,42.5208458,-73.768,2130,8700
257000138,2800,2,1,850,16400,1,0,0,3,6,850,0,1923,0,42.4095889,-73.799,1100,14459
46100204,1510,5,3,3300,33474,1,0,3,3,9,1870,1430,1957,1991,42.5208673,-73.71,3836,20953
1909600046,4458,3,2.5,2250,5692,2,0,0,3,8,2250,0,2000,0,42.5208133,-73.779,1320,5390
1250202145,1070,2,2.25,3900,14864,1,0,3,3,8,1950,1950,1947,0,42.5208884,-73.791,2580,5184
7611200125,4670,2,1.5,1320,10800,1,0,0,4,8,1320,0,1947,0,42.7378145,-73.767,2120,12040
5611500140,6860,4,2.5,2760,6440,2,0,0,3,10,2760,0,1999,0,42.5208836,-73.726,3070,8127
7138000260,2799,3,2,1750,9750,1,0,0,3,7,1350,400,1961,0,42.309798,-73.799,1900,10125
626059335,5270,4,2.25,2330,19436,2,0,0,3,8,2330,0,1987,0,42.7378663,-73.715,1910,10055
1922059282,3250,3,2.25,2220,16020,1,0,0,4,8,1780,440,1966,0,42.3097758,-73.717,2080,9583
705700390,3280,3,2.25,2020,8379,2,0,0,3,7,2020,0,1994,0,42.3097828,-73.723,2020,8031
7454001200,3900,3,2.25,1250,7500,1,0,0,5,7,1250,0,1942,0,42.5208123,-73.773,1280,7392
8682281200,4799,2,2,1510,6516,1,0,0,3,8,1510,0,2005,0,42.7378076,-73.713,1640,6009
7972000200,2649,4,2.25,1720,9753,1,0,0,4,7,1120,600,1978,0,42.2909922,-73.771,1510,9753
722059070,2350,3,1,1430,15246,1,0,0,4,7,980,450,1961,0,42.4095075,-73.714,1960,13068
7202340400,5165,3,2.5,1480,4729,2,0,0,3,7,1480,0,2004,0,42.6168794,-73.734,2250,4729
8096000060,6550,2,1.75,1450,15798,2,1,4,3,7,1230,220,1915,1978,42.4095497,-73.775,2030,13193
2424000060,5000,4,2.75,2280,15347,1,0,0,5,7,2280,0,1960,0,42.5208218,-73.764,2280,15347
9264902050,3150,6,2.75,2940,7350,1,0,0,3,8,1780,1160,1978,0,42.3097103,-73.739,2120,8236
943100260,2130,2,1,1000,10200,1,0,0,3,6,1000,0,1961,0,42.5208687,-73.899,1150,13702
3677400445,4750,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,1947,0,42.5208575,-73.703,2090,4800
1762600320,1030,5,4,3760,28040,2,0,0,3,10,3760,0,1983,0,42.6168489,-73.783,3430,35096
4058000060,4160,3,2,2220,94300,1,0,0,5,7,1640,580,1976,0,42.3097459,-73.85,2070,80100
7228500560,4100,4,1,1970,4740,1.5,0,0,3,7,1670,300,1904,2005,42.6168136,-73.703,1510,4740
326069104,8000,3,3.5,3830,221284,2,0,0,3,10,3530,300,1993,0,42.7378641,-73.723,2920,148539
5152100060,4720,6,2.5,4410,14034,1,0,2,4,9,2350,2060,1965,0,42.3097376,-73.724,2600,13988
3584000310,2250,3,1.75,1430,8505,1,0,0,4,7,1430,0,1968,0,42.3097173,-73.719,1190,8640
8150100045,2100,2,1,830,6000,1,0,0,3,6,830,0,1940,0,42.5208308,-73.776,830,4960
1868901275,4550,2,1,1430,5000,1.5,0,0,2,7,1430,0,1925,0,42.6168727,-73.799,1450,3750
6131600075,2250,3,1,1300,8316,1,0,0,4,6,1300,0,1954,0,42.3097221,-73.716,1260,8316
9468200125,4800,2,1,1030,3060,1,0,2,4,7,790,240,1918,0,42.6168779,-73.753,1390,3060
